"source","target"
"White-breasted Nuthatch","American Goldfinch"
"Northern Cardinal","White-throated Sparrow"
"Red-bellied Woodpecker","Tufted Titmouse"
"Downy Woodpecker","Tufted Titmouse"
"Mallard","Green-winged Teal"
"Northern Shrike","Blue Jay"
"Blue Jay","House Sparrow"
"Northern Flicker","Mourning Dove"
"Northern Cardinal","House Sparrow"
"Red-winged Blackbird","House Finch"
"Dark-eyed Junco","Chipping Sparrow"
"Yellow-rumped Warbler","Tufted Titmouse"
"Yellow-rumped Warbler","Carolina Wren"
"Northern Mockingbird","Yellow-rumped Warbler"
"Yellow-bellied Sapsucker","House Sparrow"
"House Sparrow","American Tree Sparrow"
"Northern Mockingbird","Northern Cardinal"
"Northern Cardinal","Tufted Titmouse"
"Eurasian Collared-Dove","Mourning Dove"
"Blue Jay","Northern Cardinal"
"House Sparrow","Northern Cardinal"
"Common Grackle","Brown-headed Cowbird"
"Song Sparrow","Dark-eyed Junco"
"Song Sparrow","American Tree Sparrow"
"Common Grackle","Blue Jay"
"Dark-eyed Junco","Townsend's Warbler"
"Dark-eyed Junco","Bushtit"
"Red-bellied Woodpecker","Downy Woodpecker"
"European Starling","House Finch"
"European Starling","American Goldfinch"
"Blue Jay","European Starling"
"Blue Jay","American Goldfinch"
"Blue Jay","House Finch"
"Red-bellied Woodpecker","Dark-eyed Junco"
"Dark-eyed Junco","Tufted Titmouse"
"Downy Woodpecker","Carolina Wren"
"Dark-eyed Junco","American Goldfinch"
"Spotted Towhee","Song Sparrow"
"Blue Jay","American Tree Sparrow"
"Blue Jay","White-breasted Nuthatch"
"Eastern Bluebird","Yellow-rumped Warbler"
"Tufted Titmouse","Carolina Chickadee"
"White-breasted Nuthatch","Black-capped Chickadee"
"Northern Cardinal","Carolina Wren"
"Wild Turkey","Mourning Dove"
"Band-tailed Pigeon","Mourning Dove"
"Red-winged Blackbird","American Goldfinch"
"European Starling","House Sparrow"
"Blue Jay","House Sparrow"
"House Sparrow","Downy Woodpecker"
"House Sparrow","Red-breasted Nuthatch"
"Northern Mockingbird","European Starling"
"Northern Mockingbird","House Finch"
"Northern Mockingbird","House Sparrow"
"Common Grackle","American Goldfinch"
"Northern Mockingbird","European Starling"
"Northern Mockingbird","European Starling"
"European Starling","House Sparrow"
"Spotted Towhee","Dark-eyed Junco"
"Eastern Bluebird","Downy Woodpecker"
"House Finch","American Goldfinch"
"Purple Finch","House Sparrow"
"Fox Sparrow","Dark-eyed Junco"
"House Finch","House Sparrow"
"Song Sparrow","House Sparrow"
"House Sparrow","House Finch"
"House Sparrow","House Finch"
"House Sparrow","House Finch"
"Song Sparrow","Dark-eyed Junco"
"Song Sparrow","Dark-eyed Junco"
"Song Sparrow","Dark-eyed Junco"
"House Sparrow","Dark-eyed Junco"
"House Sparrow","Dark-eyed Junco"
"House Sparrow","Dark-eyed Junco"
"House Sparrow","Dark-eyed Junco"
"House Sparrow","Dark-eyed Junco"
"Golden-crowned Sparrow","Dark-eyed Junco"
"Golden-crowned Sparrow","Dark-eyed Junco"
"Golden-crowned Sparrow","Dark-eyed Junco"
"Golden-crowned Sparrow","Dark-eyed Junco"
"Golden-crowned Sparrow","Dark-eyed Junco"
"Golden-crowned Sparrow","Dark-eyed Junco"
"Dark-eyed Junco","American Robin"
"Spotted Towhee","Purple Finch"
"Spotted Towhee","Song Sparrow"
"American Goldfinch","House Sparrow"
"Blue Jay","House Sparrow"
"Dark-eyed Junco","Mountain Chickadee"
"White-breasted Nuthatch","Dark-eyed Junco"
"Wild Turkey","Steller's Jay"
"Golden-crowned Sparrow","Purple Finch"
"House Finch","Lesser Goldfinch"
"Purple Finch","Dark-eyed Junco"
"Red-bellied Woodpecker","Downy Woodpecker"
"Song Sparrow","Dark-eyed Junco"
"Spotted Towhee","Dark-eyed Junco"
"House Sparrow","Dark-eyed Junco"
"Common Grackle","Blue Jay"
"Blue Jay","Downy Woodpecker"
"Common Grackle","Red-winged Blackbird"
"Blue Jay","Northern Cardinal"
"Red-bellied Woodpecker","House Finch"
"Common Grackle","House Finch"
"Common Grackle","House Finch"
"Northern Flicker","Common Grackle"
"Common Grackle","Northern Cardinal"
"Red-bellied Woodpecker","Northern Cardinal"
"Common Grackle","House Finch"
"European Starling","Common Grackle"
"American Goldfinch","Pine Siskin"
"Hairy Woodpecker","Downy Woodpecker"
"Eastern Bluebird","White-breasted Nuthatch"
"Blue Jay","Downy Woodpecker"
"Red-bellied Woodpecker","European Starling"
"White-breasted Nuthatch","Black-capped Chickadee"
"White-breasted Nuthatch","Black-capped Chickadee"
"White-breasted Nuthatch","Black-capped Chickadee"
"Red-winged Blackbird","House Finch"
"Common Grackle","Red-bellied Woodpecker"
"Red-bellied Woodpecker","Common Grackle"
"Red-bellied Woodpecker","Pine Warbler"
"Northern Cardinal","House Sparrow"
"Red-bellied Woodpecker","Downy Woodpecker"
"Red-bellied Woodpecker","Chipping Sparrow"
"Red-bellied Woodpecker","Black-capped Chickadee"
"Dark-eyed Junco","Black-capped Chickadee"
"White-breasted Nuthatch","Dark-eyed Junco"
"American Goldfinch","House Finch"
"Mourning Dove","American Goldfinch"
"Northern Cardinal","American Goldfinch"
"Downy Woodpecker","American Goldfinch"
"Red-bellied Woodpecker","Tufted Titmouse"
"Red-bellied Woodpecker","Blue Jay"
"White-breasted Nuthatch","Red-breasted Nuthatch"
"Blue Jay","Northern Mockingbird"
"Common Grackle","Blue Jay"
"Blue Jay","Northern Cardinal"
"Northern Cardinal","House Sparrow"
"House Sparrow","Northern Cardinal"
"Purple Finch","Tufted Titmouse"
"Red-bellied Woodpecker","House Sparrow"
"Spotted Towhee","Dark-eyed Junco"
"Steller's Jay","House Sparrow"
"Spotted Towhee","Dark-eyed Junco"
"Golden-crowned Sparrow","Dark-eyed Junco"
"Spotted Towhee","Golden-crowned Sparrow"
"Spotted Towhee","Golden-crowned Sparrow"
"Spotted Towhee","Dark-eyed Junco"
"Red-bellied Woodpecker","Downy Woodpecker"
"White-breasted Nuthatch","American Goldfinch"
"Northern Cardinal","Blue Jay"
"Gambel's Quail","Mourning Dove"
"Tufted Titmouse","Dark-eyed Junco"
"White-breasted Nuthatch","Black-capped Chickadee"
"Eastern Bluebird","Tufted Titmouse"
"Northern Cardinal","House Sparrow"
"Downy Woodpecker","American Goldfinch"
"Northern Cardinal","American Goldfinch"
"Red-bellied Woodpecker","American Goldfinch"
"Northern Cardinal","American Goldfinch"
"Hairy Woodpecker","Tufted Titmouse"
"Northern Cardinal","Tufted Titmouse"
"Red-bellied Woodpecker","American Goldfinch"
"Red-bellied Woodpecker","Northern Cardinal"
"Northern Cardinal","American Goldfinch"
"Downy Woodpecker","American Goldfinch"
"Downy Woodpecker","American Goldfinch"
"Blue Jay","Northern Cardinal"
"Red-bellied Woodpecker","Hairy Woodpecker"
"Tufted Titmouse","American Goldfinch"
"Hairy Woodpecker","Tufted Titmouse"
"Red-bellied Woodpecker","Downy Woodpecker"
"Hairy Woodpecker","Downy Woodpecker"
"Red-bellied Woodpecker","House Sparrow"
"House Finch","White-crowned Sparrow"
"Red-bellied Woodpecker","European Starling"
"Red-bellied Woodpecker","Downy Woodpecker"
"White-breasted Nuthatch","Common Redpoll"
"Downy Woodpecker","American Goldfinch"
"White-winged Dove","Northern Cardinal"
"Northern Cardinal","House Finch"
"European Starling","American Robin"
"Hairy Woodpecker","House Sparrow"
"Common Grackle","Red-winged Blackbird"
"Common Grackle","Northern Cardinal"
"Red-headed Woodpecker","Northern Cardinal"
"Red-bellied Woodpecker","Downy Woodpecker"
"House Finch","Lesser Goldfinch"
"House Finch","American Goldfinch"
"House Finch","Dark-eyed Junco"
"Purple Finch","American Goldfinch"
"Red-bellied Woodpecker","Dark-eyed Junco"
"Golden-crowned Sparrow","House Sparrow"
"Blue Jay","Tufted Titmouse"
"Blue Jay","Black-capped Chickadee"
"American Crow","Tufted Titmouse"
"American Crow","European Starling"
"Red-bellied Woodpecker","European Starling"
"Red-bellied Woodpecker","White-breasted Nuthatch"
"Blue Jay","White-breasted Nuthatch"
"European Starling","Downy Woodpecker"
"Blue Jay","European Starling"
"Red-bellied Woodpecker","European Starling"
"Blue Jay","Carolina Chickadee"
"Blue Jay","Tufted Titmouse"
"Red-bellied Woodpecker","White-breasted Nuthatch"
"Common Grackle","Dark-eyed Junco"
"Common Grackle","Northern Flicker"
"Red-bellied Woodpecker","Blue Jay"
"American Goldfinch","White-breasted Nuthatch"
"Dark-eyed Junco","House Sparrow"
"Eurasian Collared-Dove","Mourning Dove"
"American Tree Sparrow","House Sparrow"
"House Finch","American Goldfinch"
"Northern Flicker","European Starling"
"Common Grackle","Mourning Dove"
"Common Grackle","Blue Jay"
"Downy Woodpecker","Dark-eyed Junco"
"Hairy Woodpecker","Downy Woodpecker"
"Red-bellied Woodpecker","Blue Jay"
"Blue Jay","White-throated Sparrow"
"Blue Jay","American Robin"
"Blue Jay","Mourning Dove"
"Northern Cardinal","American Goldfinch"
"House Finch","American Goldfinch"
"Northern Cardinal","Purple Finch"
"Northern Cardinal","House Finch"
"White-throated Sparrow","Purple Finch"
"Blue Jay","White-crowned Sparrow"
"House Finch","Purple Finch"
"American Goldfinch","Purple Finch"
"Mourning Dove","American Goldfinch"
"Mourning Dove","Purple Finch"
"Downy Woodpecker","Purple Finch"
"Red-bellied Woodpecker","Yellow-rumped Warbler"
"Downy Woodpecker","Yellow-rumped Warbler"
"White-breasted Nuthatch","Purple Finch"
"Downy Woodpecker","White-breasted Nuthatch"
"European Starling","Northern Flicker"
"Blue Jay","European Starling"
"White-breasted Nuthatch","Black-capped Chickadee"
"European Starling","House Sparrow"
"American Crow","Red-winged Blackbird"
"House Finch","Dark-eyed Junco"
"House Finch","American Goldfinch"
"Pine Siskin","American Goldfinch"
"White-breasted Nuthatch","Pine Siskin"
"European Starling","Downy Woodpecker"
"Mourning Dove","Brown-headed Cowbird"
"Common Grackle","Northern Cardinal"
"Red-winged Blackbird","American Goldfinch"
"Red-bellied Woodpecker","Hairy Woodpecker"
"Red-bellied Woodpecker","Downy Woodpecker"
"European Starling","Red-bellied Woodpecker"
"Red-bellied Woodpecker","House Sparrow"
"House Finch","Pine Warbler"
"Dark-eyed Junco","Bushtit"
"Dark-eyed Junco","Bushtit"
"Dark-eyed Junco","Bushtit"
"Dark-eyed Junco","Bushtit"
"Dark-eyed Junco","Bushtit"
"Dark-eyed Junco","Bushtit"
"Dark-eyed Junco","Bushtit"
"Dark-eyed Junco","Bushtit"
"Blue Jay","White-crowned Sparrow"
"Dark-eyed Junco","Bushtit"
"Dark-eyed Junco","Bushtit"
"Dark-eyed Junco","Bushtit"
"Dark-eyed Junco","Bushtit"
"Dark-eyed Junco","Bushtit"
"Dark-eyed Junco","Bushtit"
"Dark-eyed Junco","Bushtit"
"Dark-eyed Junco","Bushtit"
"Common Grackle","Mourning Dove"
"Song Sparrow","House Sparrow"
"Steller's Jay","Pine Siskin"
"Pine Siskin","Mountain Chickadee"
"Red-bellied Woodpecker","Northern Flicker"
"Northern Flicker","Common Grackle"
"Dark-eyed Junco","American Tree Sparrow"
"Northern Cardinal","American Tree Sparrow"
"Northern Cardinal","Dark-eyed Junco"
"Common Grackle","House Finch"
"Common Grackle","Blue Jay"
"Northern Cardinal","American Goldfinch"
"Black-capped Chickadee","Bushtit"
"Chestnut-backed Chickadee","Bushtit"
"House Finch","Pine Siskin"
"Northern Cardinal","Song Sparrow"
"Downy Woodpecker","House Finch"
"Downy Woodpecker","Northern Cardinal"
"Red-bellied Woodpecker","Downy Woodpecker"
"Red-bellied Woodpecker","European Starling"
"Red-bellied Woodpecker","Downy Woodpecker"
"European Starling","Northern Cardinal"
"Dark-eyed Junco","American Goldfinch"
"Northern Cardinal","White-throated Sparrow"
"Common Redpoll","Black-capped Chickadee"
"Common Redpoll","Black-capped Chickadee"
"House Finch","Black-capped Chickadee"
"White-breasted Nuthatch","Tufted Titmouse"
"White-breasted Nuthatch","American Goldfinch"
"American Crow","Eastern Bluebird"
"American Crow","Common Grackle"
"Downy Woodpecker","Tufted Titmouse"
"Downy Woodpecker","American Goldfinch"
"Northern Cardinal","Dark-eyed Junco"
"Northern Cardinal","White-throated Sparrow"
"Northern Flicker","Brown-headed Nuthatch"
"White-breasted Nuthatch","Carolina Wren"
"Red-bellied Woodpecker","American Goldfinch"
"Red-bellied Woodpecker","White-breasted Nuthatch"
"Red-bellied Woodpecker","Tufted Titmouse"
"European Starling","House Sparrow"
"European Starling","Northern Mockingbird"
"Common Grackle","European Starling"
"Downy Woodpecker","American Robin"
"Blue Jay","Dark-eyed Junco"
"Woodhouse's Scrub-Jay","Dark-eyed Junco"
"Blue Jay","Brown-headed Cowbird"
"European Starling","Downy Woodpecker"
"Northern Flicker","European Starling"
"Northern Mockingbird","Red-bellied Woodpecker"
"Northern Mockingbird","Northern Cardinal"
"White-breasted Nuthatch","Black-capped Chickadee"
"Northern Cardinal","American Goldfinch"
"White-throated Sparrow","Northern Cardinal"
"Tufted Titmouse","House Finch"
"Brown Thrasher","Carolina Wren"
"House Sparrow","American Goldfinch"
"House Finch","Tufted Titmouse"
"Red-bellied Woodpecker","House Sparrow"
"Red-bellied Woodpecker","House Sparrow"
"White-breasted Nuthatch","American Goldfinch"
"Mourning Dove","Dark-eyed Junco"
"Common Redpoll","Pine Siskin"
"Red-bellied Woodpecker","European Starling"
"Northern Cardinal","House Sparrow"
"Blue Jay","Northern Cardinal"
"White-breasted Nuthatch","Tufted Titmouse"
"Northern Mockingbird","Northern Cardinal"
"Carolina Wren","Pine Warbler"
"Northern Cardinal","House Finch"
"Red-winged Blackbird","American Tree Sparrow"
"Common Grackle","House Sparrow"
"Red-bellied Woodpecker","House Sparrow"
"House Sparrow","House Finch"
"European Starling","Downy Woodpecker"
"Common Grackle","House Finch"
"Band-tailed Pigeon","House Finch"
"Northern Cardinal","American Goldfinch"
"Red-bellied Woodpecker","Red-winged Blackbird"
"Red-winged Blackbird","House Finch"
"Northern Cardinal","House Finch"
"Red-winged Blackbird","White-winged Dove"
"House Finch","American Goldfinch"
"American Goldfinch","Tufted Titmouse"
"Dark-eyed Junco","Black-capped Chickadee"
"European Starling","Hairy Woodpecker"
"European Starling","House Sparrow"
"House Finch","American Goldfinch"
"European Starling","Downy Woodpecker"
"House Finch","American Goldfinch"
"Common Grackle","American Goldfinch"
"Common Grackle","Dark-eyed Junco"
"House Sparrow","American Goldfinch"
"House Finch","American Goldfinch"
"Northern Mockingbird","Mourning Dove"
"European Starling","American Robin"
"American Robin","House Sparrow"
"Common Grackle","House Sparrow"
"European Starling","Downy Woodpecker"
"Eurasian Collared-Dove","American Robin"
"White-crowned Sparrow","Dark-eyed Junco"
"Purple Finch","Dark-eyed Junco"
"Golden-crowned Sparrow","Purple Finch"
"Dark-eyed Junco","Purple Finch"
"Dark-eyed Junco","Song Sparrow"
"Fox Sparrow","Dark-eyed Junco"
"Brown-headed Nuthatch","House Finch"
"Fox Sparrow","Dark-eyed Junco"
"Fox Sparrow","Dark-eyed Junco"
"White-crowned Sparrow","House Sparrow"
"Golden-crowned Sparrow","Dark-eyed Junco"
"Golden-crowned Sparrow","Dark-eyed Junco"
"Golden-crowned Sparrow","Dark-eyed Junco"
"House Sparrow","Dark-eyed Junco"
"House Sparrow","Dark-eyed Junco"
"House Sparrow","Dark-eyed Junco"
"House Sparrow","Dark-eyed Junco"
"House Sparrow","Dark-eyed Junco"
"Song Sparrow","Dark-eyed Junco"
"Song Sparrow","Dark-eyed Junco"
"Common Grackle","Northern Cardinal"
"Common Grackle","European Starling"
"Common Grackle","Red-winged Blackbird"
"European Starling","American Goldfinch"
"European Starling","Red-bellied Woodpecker"
"European Starling","Downy Woodpecker"
"Common Grackle","Downy Woodpecker"
"European Starling","Downy Woodpecker"
"Pileated Woodpecker","Hairy Woodpecker"
"Common Redpoll","Black-capped Chickadee"
"White-breasted Nuthatch","Black-capped Chickadee"
"Dark-eyed Junco","Black-capped Chickadee"
"Dark-eyed Junco","American Goldfinch"
"Dark-eyed Junco","American Goldfinch"
"Dark-eyed Junco","American Tree Sparrow"
"Red-bellied Woodpecker","Downy Woodpecker"
"White-breasted Nuthatch","Black-capped Chickadee"
"White-breasted Nuthatch","Tufted Titmouse"
"Tufted Titmouse","American Goldfinch"
"White-breasted Nuthatch","American Goldfinch"
"Common Grackle","Red-bellied Woodpecker"
"Red-breasted Nuthatch","Chestnut-backed Chickadee"
"Acorn Woodpecker","Steller's Jay"
"California Scrub-Jay","Steller's Jay"
"Song Sparrow","House Finch"
"Northern Cardinal","Dark-eyed Junco"
"Northern Cardinal","House Finch"
"Blue Jay","Northern Cardinal"
"American Goldfinch","Tufted Titmouse"
"Blue Jay","European Starling"
"American Goldfinch","Dark-eyed Junco"
"Northern Mockingbird","House Finch"
"Red-breasted Nuthatch","American Goldfinch"
"Dark-eyed Junco","Tufted Titmouse"
"Dark-eyed Junco","American Goldfinch"
"Downy Woodpecker","Red-bellied Woodpecker"
"Dark-eyed Junco","American Goldfinch"
"Dark-eyed Junco","American Goldfinch"
"Hairy Woodpecker","Downy Woodpecker"
"Song Sparrow","American Tree Sparrow"
"Dark-eyed Junco","American Tree Sparrow"
"American Tree Sparrow","Dark-eyed Junco"
"House Sparrow","American Tree Sparrow"
"White-breasted Nuthatch","Black-capped Chickadee"
"Pileated Woodpecker","Northern Flicker"
"Pileated Woodpecker","Northern Flicker"
"White-crowned Sparrow","Purple Finch"
"Purple Finch","Chestnut-backed Chickadee"
"Yellow-rumped Warbler","Allen's Hummingbird"
"American Robin","Brown-headed Cowbird"
"Blue Jay","Black-capped Chickadee"
"European Starling","Blue Jay"
"Northern Cardinal","House Finch"
"Northern Cardinal","House Finch"
"House Finch","American Goldfinch"
"European Starling","Eastern Bluebird"
"Brown-headed Cowbird","Red-winged Blackbird"
"Spotted Towhee","Dark-eyed Junco"
"Golden-crowned Sparrow","Fox Sparrow"
"Dark-eyed Junco","House Sparrow"
"Tufted Titmouse","Black-capped Chickadee"
"Spotted Towhee","Dark-eyed Junco"
"Song Sparrow","House Finch"
"White-crowned Sparrow","Lincoln's Sparrow"
"Abert's Towhee","White-crowned Sparrow"
"American Goldfinch","House Finch"
"Brown-headed Nuthatch","Red-breasted Nuthatch"
"Brown-headed Nuthatch","American Goldfinch"
"European Starling","Blue Jay"
"Common Grackle","Blue Jay"
"Tufted Titmouse","American Goldfinch"
"Red-bellied Woodpecker","Hairy Woodpecker"
"Red-bellied Woodpecker","Downy Woodpecker"
"Downy Woodpecker","White-breasted Nuthatch"
"European Starling","Downy Woodpecker"
"European Starling","Red-bellied Woodpecker"
"Red-bellied Woodpecker","Downy Woodpecker"
"House Finch","American Goldfinch"
"Varied Thrush","Dark-eyed Junco"
"Common Redpoll","Black-capped Chickadee"
"Gambel's Quail","Curve-billed Thrasher"
"Common Grackle","Blue Jay"
"Common Grackle","Blue Jay"
"Common Grackle","House Sparrow"
"Common Grackle","Mourning Dove"
"Red-winged Blackbird","House Sparrow"
"Brown-headed Cowbird","House Sparrow"
"House Sparrow","Red-winged Blackbird"
"White-breasted Nuthatch","Dark-eyed Junco"
"Dark-eyed Junco","American Goldfinch"
"Carolina Wren","White-breasted Nuthatch"
"Eastern Bluebird","Black-capped Chickadee"
"Northern Cardinal","Dark-eyed Junco"
"Northern Cardinal","Dark-eyed Junco"
"Dark-eyed Junco","Tufted Titmouse"
